profile,mode,phase,layer,path,component,count,total_ms,mean_ms,median_ms,p90_ms,p99_ms,min_ms,max_ms
static_ptq_tail_eager_layer,static_ptq_tail,decode,24,ptq,attention,31,26.413823932409286,0.8520588365293318,0.9186239838600159,0.9550719857215881,0.9806591868400574,0.2069759964942932,0.9847679734230042
static_ptq_tail_eager_layer,static_ptq_tail,decode,24,ptq,mlp,31,25.926112055778503,0.8363261953476937,0.8055359721183777,0.9383999705314636,1.021939218044281,0.6596159934997559,1.0224000215530396
static_ptq_tail_eager_layer,static_ptq_tail,decode,24,ptq,total,31,59.29244810342789,1.9126596162396092,1.978592038154602,2.0399999618530273,2.0443968057632445,0.88755202293396,2.0445120334625244
static_ptq_tail_eager_layer,static_ptq_tail,decode,25,fp,input_norm,31,0.2255360004492104,0.007275354853200335,0.00684799998998642,0.009056000038981438,0.00921919969841838,0.006399999838322401,0.009247999638319016
static_ptq_tail_eager_layer,static_ptq_tail,decode,25,fp,post_attn_norm,31,3.1422719950787723,0.10136361274447653,0.10732799768447876,0.1098560020327568,0.12129920125007629,0.006591999903321266,0.1255040019750595
static_ptq_tail_eager_layer,static_ptq_tail,decode,25,ptq,attention,31,26.25273595750332,0.8468624502420425,0.9145600199699402,0.9416000247001648,0.9579455852508545,0.206496000289917,0.9585599899291992
static_ptq_tail_eager_layer,static_ptq_tail,decode,25,ptq,mlp,31,25.8092799782753,0.8325574186540419,0.8065599799156189,0.9352959990501404,1.0160671949386597,0.6581439971923828,1.0173439979553223
static_ptq_tail_eager_layer,static_ptq_tail,decode,25,ptq,total,31,58.92256027460098,1.90072775079358,1.9723520278930664,2.0076160430908203,2.021664047241211,0.8841279745101929,2.023776054382324
static_ptq_tail_eager_layer,static_ptq_tail,decode,26,fp,input_norm,31,0.2239999989978969,0.007225806419286997,0.006912000011652708,0.008576000109314919,0.00912319989874959,0.006432000081986189,0.009151999838650227
static_ptq_tail_eager_layer,static_ptq_tail,decode,26,fp,post_attn_norm,31,3.1382080260664225,0.1012325169698846,0.10742399841547012,0.11273600161075592,0.1194688007235527,0.007135999854654074,0.11958400160074234
static_ptq_tail_eager_layer,static_ptq_tail,decode,26,ptq,attention,31,26.14515207707882,0.8433920024864136,0.9069759845733643,0.9529280066490173,0.9738239943981171,0.20787200331687927,0.9749760031700134
static_ptq_tail_eager_layer,static_ptq_tail,decode,26,ptq,mlp,31,25.734751999378204,0.8301532903025227,0.7964800000190735,0.9508799910545349,1.0204000115394591,0.6526719927787781,1.0237120389938354
static_ptq_tail_eager_layer,static_ptq_tail,decode,26,ptq,total,31,58.68188762664795,1.8929641169886435,1.96288001537323,1.9881919622421265,2.0337791204452516,0.8798720240592957,2.0454719066619873
static_ptq_tail_eager_layer,static_ptq_tail,decode,27,fp,input_norm,31,0.22729599801823497,0.00733212896833016,0.007007999811321497,0.0081599997356534,0.00914239976555109,0.006399999838322401,0.009151999838650227
static_ptq_tail_eager_layer,static_ptq_tail,decode,27,fp,post_attn_norm,31,3.135872003622353,0.10115716140717268,0.10688000172376633,0.10886400192975998,0.11779839992523193,0.00800000037997961,0.11823999881744385
static_ptq_tail_eager_layer,static_ptq_tail,decode,27,ptq,attention,31,27.502560079097748,0.8871793573902499,0.9301120042800903,0.979423999786377,1.4827615618705745,0.21011200547218323,1.679263949394226
static_ptq_tail_eager_layer,static_ptq_tail,decode,27,ptq,mlp,31,25.727135956287384,0.8299076114931414,0.795744001865387,0.940671980381012,1.0202080011367798,0.6523200273513794,1.0213119983673096
static_ptq_tail_eager_layer,static_ptq_tail,decode,27,ptq,total,31,60.1344318985939,1.9398203838256098,1.984544038772583,2.047071933746338,2.6300863504409784,0.883072018623352,2.86409592628479
static_ptq_tail_eager_layer,static_ptq_tail,decode,28,fp,input_norm,31,0.22595199942588806,0.007288774175028647,0.006912000011652708,0.00854399986565113,0.009014399722218513,0.006527999881654978,0.00902399979531765
static_ptq_tail_eager_layer,static_ptq_tail,decode,28,fp,post_attn_norm,31,3.1497279931791127,0.10160412881222944,0.1072319969534874,0.11129599809646606,0.1195615991950035,0.006624000146985054,0.12223999947309494
static_ptq_tail_eager_layer,static_ptq_tail,decode,28,ptq,attention,31,26.20991988480091,0.845481286606481,0.9186879992485046,0.944703996181488,0.951196801662445,0.20713600516319275,0.9514560103416443
static_ptq_tail_eager_layer,static_ptq_tail,decode,28,ptq,mlp,31,26.01993614435196,0.8393527788500632,0.8106560111045837,0.9515519738197327,1.0287232041358947,0.6584640145301819,1.0319679975509644
static_ptq_tail_eager_layer,static_ptq_tail,decode,28,ptq,total,31,59.148960053920746,1.9080309694813145,1.9680960178375244,2.0083839893341064,2.1074753046035766,0.8846399784088135,2.1256000995635986
static_ptq_tail_eager_layer,static_ptq_tail,decode,29,fp,input_norm,31,0.22678399924188852,0.007315612878770598,0.007040000054985285,0.008511999621987343,0.009100799728184939,0.0063680000603199005,0.009119999594986439
static_ptq_tail_eager_layer,static_ptq_tail,decode,29,fp,post_attn_norm,31,3.1485440037213266,0.10156593560391376,0.10777600109577179,0.1103999987244606,0.11824959889054298,0.006912000011652708,0.12111999839544296
static_ptq_tail_eager_layer,static_ptq_tail,decode,29,ptq,attention,31,26.098175913095474,0.8418766423579185,0.9114559888839722,0.9515519738197327,0.964185607433319,0.21119999885559082,0.9643200039863586
static_ptq_tail_eager_layer,static_ptq_tail,decode,29,ptq,mlp,31,25.916896104812622,0.8360289066068588,0.8025919795036316,0.9346240162849426,1.020198440551758,0.6576640009880066,1.0212160348892212
static_ptq_tail_eager_layer,static_ptq_tail,decode,29,ptq,total,31,58.91923201084137,1.9006203874464958,1.9718400239944458,2.0077760219573975,2.022230386734009,0.888159990310669,2.0225279331207275
static_ptq_tail_eager_layer,static_ptq_tail,decode,30,fp,input_norm,31,0.22780800005421042,0.007348645163039046,0.007007999811321497,0.008608000352978706,0.009068800136446953,0.006399999838322401,0.009088000282645226
static_ptq_tail_eager_layer,static_ptq_tail,decode,30,fp,post_attn_norm,31,3.1805439833551645,0.10259819301145692,0.10784000158309937,0.11590400338172913,0.12416639849543572,0.006719999946653843,0.12489599734544754
static_ptq_tail_eager_layer,static_ptq_tail,decode,30,ptq,attention,31,25.798048123717308,0.8321951007650744,0.9018239974975586,0.9368000030517578,0.9650368094444275,0.2069759964942932,0.9705280065536499
static_ptq_tail_eager_layer,static_ptq_tail,decode,30,ptq,mlp,31,25.83465611934662,0.833376003849891,0.8022720217704773,0.9430080056190491,1.016972827911377,0.6507520079612732,1.0184320211410522
static_ptq_tail_eager_layer,static_ptq_tail,decode,30,ptq,total,31,58.43404829502106,1.884969299839389,1.9497920274734497,1.982848048210144,2.0417408466339113,0.875872015953064,2.056544065475464
static_ptq_tail_eager_layer,static_ptq_tail,decode,31,fp,input_norm,31,0.2224639980122447,0.00717625800039499,0.006783999968320131,0.008511999621987343,0.008918399829417467,0.006304000038653612,0.00902399979531765
static_ptq_tail_eager_layer,static_ptq_tail,decode,31,fp,post_attn_norm,31,3.119807990733534,0.10063896744301723,0.1064319983124733,0.11030399799346924,0.11832960024476051,0.006271999794989824,0.1204800009727478
static_ptq_tail_eager_layer,static_ptq_tail,decode,31,ptq,attention,31,26.064896047115326,0.8408030982940428,0.9137600064277649,0.948415994644165,0.9839679896831512,0.21055999398231506,0.9917439818382263
static_ptq_tail_eager_layer,static_ptq_tail,decode,31,ptq,mlp,31,26.09545600414276,0.8417889033594439,0.810912013053894,0.9371839761734009,1.0230592131614684,0.6600000262260437,1.0256320238113403
static_ptq_tail_eager_layer,static_ptq_tail,decode,31,ptq,total,31,59.13664001226425,1.9076335487827178,1.9763840436935425,2.0134079456329346,2.0662688255310058,0.89055997133255,2.0794880390167236
static_ptq_tail_eager_layer,static_ptq_tail,decode,32,fp,input_norm,31,0.2239999994635582,0.007225806434308329,0.00687999976798892,0.008448000065982342,0.009212799929082393,0.006304000038653612,0.009279999881982803
static_ptq_tail_eager_layer,static_ptq_tail,decode,32,fp,post_attn_norm,31,3.2636479875072837,0.10527896733894464,0.10739199817180634,0.11564800143241882,0.11753279790282249,0.006976000033318996,0.11817599833011627
static_ptq_tail_eager_layer,static_ptq_tail,decode,32,ptq,attention,31,26.148704156279564,0.8435065856864375,0.884223997592926,0.9514240026473999,0.9969120383262634,0.21174399554729462,1.001952052116394
static_ptq_tail_eager_layer,static_ptq_tail,decode,32,ptq,mlp,31,26.460287928581238,0.8535576751155238,0.8193280100822449,0.945792019367218,1.0331807494163514,0.6702399849891663,1.0354559421539307
static_ptq_tail_eager_layer,static_ptq_tail,decode,32,ptq,total,31,59.57241600751877,1.9216908389522183,1.9547840356826782,1.9938240051269531,2.0672704219818114,0.9003840088844299,2.0727040767669678
static_ptq_tail_eager_layer,static_ptq_tail,prefill,1,fp,attention,1,1.1827199459075928,1.1827199459075928,1.1827199459075928,1.1827199459075928,1.1827199459075928,1.1827199459075928,1.1827199459075928
static_ptq_tail_eager_layer,static_ptq_tail,prefill,1,fp,input_norm,1,0.20291200280189514,0.20291200280189514,0.20291200280189514,0.20291200280189514,0.20291200280189514,0.20291200280189514,0.20291200280189514
static_ptq_tail_eager_layer,static_ptq_tail,prefill,1,fp,mlp,1,2.7019519805908203,2.7019519805908203,2.7019519805908203,2.7019519805908203,2.7019519805908203,2.7019519805908203,2.7019519805908203
static_ptq_tail_eager_layer,static_ptq_tail,prefill,1,fp,post_attn_norm,1,0.01881599985063076,0.01881599985063076,0.01881599985063076,0.01881599985063076,0.01881599985063076,0.01881599985063076,0.01881599985063076
static_ptq_tail_eager_layer,static_ptq_tail,prefill,1,fp,total,1,4.282879829406738,4.282879829406738,4.282879829406738,4.282879829406738,4.282879829406738,4.282879829406738,4.282879829406738
static_ptq_tail_eager_layer,static_ptq_tail,prefill,2,fp,attention,1,0.6408320069313049,0.6408320069313049,0.6408320069313049,0.6408320069313049,0.6408320069313049,0.6408320069313049,0.6408320069313049
static_ptq_tail_eager_layer,static_ptq_tail,prefill,2,fp,input_norm,1,0.02316799946129322,0.02316799946129322,0.02316799946129322,0.02316799946129322,0.02316799946129322,0.02316799946129322,0.02316799946129322
static_ptq_tail_eager_layer,static_ptq_tail,prefill,2,fp,mlp,1,2.5857279300689697,2.5857279300689697,2.5857279300689697,2.5857279300689697,2.5857279300689697,2.5857279300689697,2.5857279300689697
static_ptq_tail_eager_layer,static_ptq_tail,prefill,2,fp,post_attn_norm,1,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243
static_ptq_tail_eager_layer,static_ptq_tail,prefill,2,fp,total,1,3.2738559246063232,3.2738559246063232,3.2738559246063232,3.2738559246063232,3.2738559246063232,3.2738559246063232,3.2738559246063232
static_ptq_tail_eager_layer,static_ptq_tail,prefill,3,fp,attention,1,0.6400960087776184,0.6400960087776184,0.6400960087776184,0.6400960087776184,0.6400960087776184,0.6400960087776184,0.6400960087776184
static_ptq_tail_eager_layer,static_ptq_tail,prefill,3,fp,input_norm,1,0.023104000836610794,0.023104000836610794,0.023104000836610794,0.023104000836610794,0.023104000836610794,0.023104000836610794,0.023104000836610794
static_ptq_tail_eager_layer,static_ptq_tail,prefill,3,fp,mlp,1,2.5880000591278076,2.5880000591278076,2.5880000591278076,2.5880000591278076,2.5880000591278076,2.5880000591278076,2.5880000591278076
static_ptq_tail_eager_layer,static_ptq_tail,prefill,3,fp,post_attn_norm,1,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645
static_ptq_tail_eager_layer,static_ptq_tail,prefill,3,fp,total,1,3.2758400440216064,3.2758400440216064,3.2758400440216064,3.2758400440216064,3.2758400440216064,3.2758400440216064,3.2758400440216064
static_ptq_tail_eager_layer,static_ptq_tail,prefill,4,fp,attention,1,0.6364480257034302,0.6364480257034302,0.6364480257034302,0.6364480257034302,0.6364480257034302,0.6364480257034302,0.6364480257034302
static_ptq_tail_eager_layer,static_ptq_tail,prefill,4,fp,input_norm,1,0.02300800010561943,0.02300800010561943,0.02300800010561943,0.02300800010561943,0.02300800010561943,0.02300800010561943,0.02300800010561943
static_ptq_tail_eager_layer,static_ptq_tail,prefill,4,fp,mlp,1,2.5901761054992676,2.5901761054992676,2.5901761054992676,2.5901761054992676,2.5901761054992676,2.5901761054992676,2.5901761054992676
static_ptq_tail_eager_layer,static_ptq_tail,prefill,4,fp,post_attn_norm,1,0.01990400068461895,0.01990400068461895,0.01990400068461895,0.01990400068461895,0.01990400068461895,0.01990400068461895,0.01990400068461895
static_ptq_tail_eager_layer,static_ptq_tail,prefill,4,fp,total,1,3.2747199535369873,3.2747199535369873,3.2747199535369873,3.2747199535369873,3.2747199535369873,3.2747199535369873,3.2747199535369873
static_ptq_tail_eager_layer,static_ptq_tail,prefill,5,fp,attention,1,0.6378560066223145,0.6378560066223145,0.6378560066223145,0.6378560066223145,0.6378560066223145,0.6378560066223145,0.6378560066223145
static_ptq_tail_eager_layer,static_ptq_tail,prefill,5,fp,input_norm,1,0.022431999444961548,0.022431999444961548,0.022431999444961548,0.022431999444961548,0.022431999444961548,0.022431999444961548,0.022431999444961548
static_ptq_tail_eager_layer,static_ptq_tail,prefill,5,fp,mlp,1,2.595776081085205,2.595776081085205,2.595776081085205,2.595776081085205,2.595776081085205,2.595776081085205,2.595776081085205
static_ptq_tail_eager_layer,static_ptq_tail,prefill,5,fp,post_attn_norm,1,0.01945599913597107,0.01945599913597107,0.01945599913597107,0.01945599913597107,0.01945599913597107,0.01945599913597107,0.01945599913597107
static_ptq_tail_eager_layer,static_ptq_tail,prefill,5,fp,total,1,3.2804160118103027,3.2804160118103027,3.2804160118103027,3.2804160118103027,3.2804160118103027,3.2804160118103027,3.2804160118103027
static_ptq_tail_eager_layer,static_ptq_tail,prefill,6,fp,attention,1,0.6371200084686279,0.6371200084686279,0.6371200084686279,0.6371200084686279,0.6371200084686279,0.6371200084686279,0.6371200084686279
static_ptq_tail_eager_layer,static_ptq_tail,prefill,6,fp,input_norm,1,0.02332800067961216,0.02332800067961216,0.02332800067961216,0.02332800067961216,0.02332800067961216,0.02332800067961216,0.02332800067961216
static_ptq_tail_eager_layer,static_ptq_tail,prefill,6,fp,mlp,1,2.603584051132202,2.603584051132202,2.603584051132202,2.603584051132202,2.603584051132202,2.603584051132202,2.603584051132202
static_ptq_tail_eager_layer,static_ptq_tail,prefill,6,fp,post_attn_norm,1,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243
static_ptq_tail_eager_layer,static_ptq_tail,prefill,6,fp,total,1,3.2879040241241455,3.2879040241241455,3.2879040241241455,3.2879040241241455,3.2879040241241455,3.2879040241241455,3.2879040241241455
static_ptq_tail_eager_layer,static_ptq_tail,prefill,7,fp,attention,1,0.6351360082626343,0.6351360082626343,0.6351360082626343,0.6351360082626343,0.6351360082626343,0.6351360082626343,0.6351360082626343
static_ptq_tail_eager_layer,static_ptq_tail,prefill,7,fp,input_norm,1,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643
static_ptq_tail_eager_layer,static_ptq_tail,prefill,7,fp,mlp,1,2.591264009475708,2.591264009475708,2.591264009475708,2.591264009475708,2.591264009475708,2.591264009475708,2.591264009475708
static_ptq_tail_eager_layer,static_ptq_tail,prefill,7,fp,post_attn_norm,1,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622
static_ptq_tail_eager_layer,static_ptq_tail,prefill,7,fp,total,1,3.273695945739746,3.273695945739746,3.273695945739746,3.273695945739746,3.273695945739746,3.273695945739746,3.273695945739746
static_ptq_tail_eager_layer,static_ptq_tail,prefill,8,fp,attention,1,0.6409599781036377,0.6409599781036377,0.6409599781036377,0.6409599781036377,0.6409599781036377,0.6409599781036377,0.6409599781036377
static_ptq_tail_eager_layer,static_ptq_tail,prefill,8,fp,input_norm,1,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322
static_ptq_tail_eager_layer,static_ptq_tail,prefill,8,fp,mlp,1,2.595263957977295,2.595263957977295,2.595263957977295,2.595263957977295,2.595263957977295,2.595263957977295,2.595263957977295
static_ptq_tail_eager_layer,static_ptq_tail,prefill,8,fp,post_attn_norm,1,0.019039999693632126,0.019039999693632126,0.019039999693632126,0.019039999693632126,0.019039999693632126,0.019039999693632126,0.019039999693632126
static_ptq_tail_eager_layer,static_ptq_tail,prefill,8,fp,total,1,3.283071994781494,3.283071994781494,3.283071994781494,3.283071994781494,3.283071994781494,3.283071994781494,3.283071994781494
static_ptq_tail_eager_layer,static_ptq_tail,prefill,9,fp,attention,1,0.6388159990310669,0.6388159990310669,0.6388159990310669,0.6388159990310669,0.6388159990310669,0.6388159990310669,0.6388159990310669
static_ptq_tail_eager_layer,static_ptq_tail,prefill,9,fp,input_norm,1,0.022624000906944275,0.022624000906944275,0.022624000906944275,0.022624000906944275,0.022624000906944275,0.022624000906944275,0.022624000906944275
static_ptq_tail_eager_layer,static_ptq_tail,prefill,9,fp,mlp,1,2.591200113296509,2.591200113296509,2.591200113296509,2.591200113296509,2.591200113296509,2.591200113296509,2.591200113296509
static_ptq_tail_eager_layer,static_ptq_tail,prefill,9,fp,post_attn_norm,1,0.019360000267624855,0.019360000267624855,0.019360000267624855,0.019360000267624855,0.019360000267624855,0.019360000267624855,0.019360000267624855
static_ptq_tail_eager_layer,static_ptq_tail,prefill,9,fp,total,1,3.2765119075775146,3.2765119075775146,3.2765119075775146,3.2765119075775146,3.2765119075775146,3.2765119075775146,3.2765119075775146
static_ptq_tail_eager_layer,static_ptq_tail,prefill,10,fp,attention,1,0.6369280219078064,0.6369280219078064,0.6369280219078064,0.6369280219078064,0.6369280219078064,0.6369280219078064,0.6369280219078064
static_ptq_tail_eager_layer,static_ptq_tail,prefill,10,fp,input_norm,1,0.022784000262618065,0.022784000262618065,0.022784000262618065,0.022784000262618065,0.022784000262618065,0.022784000262618065,0.022784000262618065
static_ptq_tail_eager_layer,static_ptq_tail,prefill,10,fp,mlp,1,2.5800960063934326,2.5800960063934326,2.5800960063934326,2.5800960063934326,2.5800960063934326,2.5800960063934326,2.5800960063934326
static_ptq_tail_eager_layer,static_ptq_tail,prefill,10,fp,post_attn_norm,1,0.019680000841617584,0.019680000841617584,0.019680000841617584,0.019680000841617584,0.019680000841617584,0.019680000841617584,0.019680000841617584
static_ptq_tail_eager_layer,static_ptq_tail,prefill,10,fp,total,1,3.2640318870544434,3.2640318870544434,3.2640318870544434,3.2640318870544434,3.2640318870544434,3.2640318870544434,3.2640318870544434
static_ptq_tail_eager_layer,static_ptq_tail,prefill,11,fp,attention,1,0.6375679969787598,0.6375679969787598,0.6375679969787598,0.6375679969787598,0.6375679969787598,0.6375679969787598,0.6375679969787598
static_ptq_tail_eager_layer,static_ptq_tail,prefill,11,fp,input_norm,1,0.02223999984562397,0.02223999984562397,0.02223999984562397,0.02223999984562397,0.02223999984562397,0.02223999984562397,0.02223999984562397
static_ptq_tail_eager_layer,static_ptq_tail,prefill,11,fp,mlp,1,2.588671922683716,2.588671922683716,2.588671922683716,2.588671922683716,2.588671922683716,2.588671922683716,2.588671922683716
static_ptq_tail_eager_layer,static_ptq_tail,prefill,11,fp,post_attn_norm,1,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243,0.01942400075495243
static_ptq_tail_eager_layer,static_ptq_tail,prefill,11,fp,total,1,3.2727038860321045,3.2727038860321045,3.2727038860321045,3.2727038860321045,3.2727038860321045,3.2727038860321045,3.2727038860321045
static_ptq_tail_eager_layer,static_ptq_tail,prefill,12,fp,attention,1,0.6404479742050171,0.6404479742050171,0.6404479742050171,0.6404479742050171,0.6404479742050171,0.6404479742050171,0.6404479742050171
static_ptq_tail_eager_layer,static_ptq_tail,prefill,12,fp,input_norm,1,0.022943999618291855,0.022943999618291855,0.022943999618291855,0.022943999618291855,0.022943999618291855,0.022943999618291855,0.022943999618291855
static_ptq_tail_eager_layer,static_ptq_tail,prefill,12,fp,mlp,1,2.608544111251831,2.608544111251831,2.608544111251831,2.608544111251831,2.608544111251831,2.608544111251831,2.608544111251831
static_ptq_tail_eager_layer,static_ptq_tail,prefill,12,fp,post_attn_norm,1,0.02038400061428547,0.02038400061428547,0.02038400061428547,0.02038400061428547,0.02038400061428547,0.02038400061428547,0.02038400061428547
static_ptq_tail_eager_layer,static_ptq_tail,prefill,12,fp,total,1,3.296895980834961,3.296895980834961,3.296895980834961,3.296895980834961,3.296895980834961,3.296895980834961,3.296895980834961
static_ptq_tail_eager_layer,static_ptq_tail,prefill,13,fp,attention,1,0.6338880062103271,0.6338880062103271,0.6338880062103271,0.6338880062103271,0.6338880062103271,0.6338880062103271,0.6338880062103271
static_ptq_tail_eager_layer,static_ptq_tail,prefill,13,fp,input_norm,1,0.022816000506281853,0.022816000506281853,0.022816000506281853,0.022816000506281853,0.022816000506281853,0.022816000506281853,0.022816000506281853
static_ptq_tail_eager_layer,static_ptq_tail,prefill,13,fp,mlp,1,2.6451520919799805,2.6451520919799805,2.6451520919799805,2.6451520919799805,2.6451520919799805,2.6451520919799805,2.6451520919799805
static_ptq_tail_eager_layer,static_ptq_tail,prefill,13,fp,post_attn_norm,1,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645,0.019519999623298645
static_ptq_tail_eager_layer,static_ptq_tail,prefill,13,fp,total,1,3.3259201049804688,3.3259201049804688,3.3259201049804688,3.3259201049804688,3.3259201049804688,3.3259201049804688,3.3259201049804688
static_ptq_tail_eager_layer,static_ptq_tail,prefill,14,fp,attention,1,0.6464639902114868,0.6464639902114868,0.6464639902114868,0.6464639902114868,0.6464639902114868,0.6464639902114868,0.6464639902114868
static_ptq_tail_eager_layer,static_ptq_tail,prefill,14,fp,input_norm,1,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701
static_ptq_tail_eager_layer,static_ptq_tail,prefill,14,fp,mlp,1,2.6407039165496826,2.6407039165496826,2.6407039165496826,2.6407039165496826,2.6407039165496826,2.6407039165496826,2.6407039165496826
static_ptq_tail_eager_layer,static_ptq_tail,prefill,14,fp,post_attn_norm,1,0.019551999866962433,0.019551999866962433,0.019551999866962433,0.019551999866962433,0.019551999866962433,0.019551999866962433,0.019551999866962433
static_ptq_tail_eager_layer,static_ptq_tail,prefill,14,fp,total,1,3.3341760635375977,3.3341760635375977,3.3341760635375977,3.3341760635375977,3.3341760635375977,3.3341760635375977,3.3341760635375977
static_ptq_tail_eager_layer,static_ptq_tail,prefill,15,fp,attention,1,0.637503981590271,0.637503981590271,0.637503981590271,0.637503981590271,0.637503981590271,0.637503981590271,0.637503981590271
static_ptq_tail_eager_layer,static_ptq_tail,prefill,15,fp,input_norm,1,0.022207999601960182,0.022207999601960182,0.022207999601960182,0.022207999601960182,0.022207999601960182,0.022207999601960182,0.022207999601960182
static_ptq_tail_eager_layer,static_ptq_tail,prefill,15,fp,mlp,1,2.5922560691833496,2.5922560691833496,2.5922560691833496,2.5922560691833496,2.5922560691833496,2.5922560691833496,2.5922560691833496
static_ptq_tail_eager_layer,static_ptq_tail,prefill,15,fp,post_attn_norm,1,0.01974399946630001,0.01974399946630001,0.01974399946630001,0.01974399946630001,0.01974399946630001,0.01974399946630001,0.01974399946630001
static_ptq_tail_eager_layer,static_ptq_tail,prefill,15,fp,total,1,3.2760961055755615,3.2760961055755615,3.2760961055755615,3.2760961055755615,3.2760961055755615,3.2760961055755615,3.2760961055755615
static_ptq_tail_eager_layer,static_ptq_tail,prefill,16,fp,attention,1,0.6392959952354431,0.6392959952354431,0.6392959952354431,0.6392959952354431,0.6392959952354431,0.6392959952354431,0.6392959952354431
static_ptq_tail_eager_layer,static_ptq_tail,prefill,16,fp,input_norm,1,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701,0.02319999970495701
static_ptq_tail_eager_layer,static_ptq_tail,prefill,16,fp,mlp,1,2.5899839401245117,2.5899839401245117,2.5899839401245117,2.5899839401245117,2.5899839401245117,2.5899839401245117,2.5899839401245117
static_ptq_tail_eager_layer,static_ptq_tail,prefill,16,fp,post_attn_norm,1,0.01894400082528591,0.01894400082528591,0.01894400082528591,0.01894400082528591,0.01894400082528591,0.01894400082528591,0.01894400082528591
static_ptq_tail_eager_layer,static_ptq_tail,prefill,16,fp,total,1,3.2761600017547607,3.2761600017547607,3.2761600017547607,3.2761600017547607,3.2761600017547607,3.2761600017547607,3.2761600017547607
static_ptq_tail_eager_layer,static_ptq_tail,prefill,17,fp,attention,1,0.6388800144195557,0.6388800144195557,0.6388800144195557,0.6388800144195557,0.6388800144195557,0.6388800144195557,0.6388800144195557
static_ptq_tail_eager_layer,static_ptq_tail,prefill,17,fp,input_norm,1,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643,0.022975999861955643
static_ptq_tail_eager_layer,static_ptq_tail,prefill,17,fp,mlp,1,2.587455987930298,2.587455987930298,2.587455987930298,2.587455987930298,2.587455987930298,2.587455987930298,2.587455987930298
static_ptq_tail_eager_layer,static_ptq_tail,prefill,17,fp,post_attn_norm,1,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164
static_ptq_tail_eager_layer,static_ptq_tail,prefill,17,fp,total,1,3.273952007293701,3.273952007293701,3.273952007293701,3.273952007293701,3.273952007293701,3.273952007293701,3.273952007293701
static_ptq_tail_eager_layer,static_ptq_tail,prefill,18,fp,attention,1,0.635487973690033,0.635487973690033,0.635487973690033,0.635487973690033,0.635487973690033,0.635487973690033,0.635487973690033
static_ptq_tail_eager_layer,static_ptq_tail,prefill,18,fp,input_norm,1,0.022495999932289124,0.022495999932289124,0.022495999932289124,0.022495999932289124,0.022495999932289124,0.022495999932289124,0.022495999932289124
static_ptq_tail_eager_layer,static_ptq_tail,prefill,18,fp,mlp,1,2.591007947921753,2.591007947921753,2.591007947921753,2.591007947921753,2.591007947921753,2.591007947921753,2.591007947921753
static_ptq_tail_eager_layer,static_ptq_tail,prefill,18,fp,post_attn_norm,1,0.019071999937295914,0.019071999937295914,0.019071999937295914,0.019071999937295914,0.019071999937295914,0.019071999937295914,0.019071999937295914
static_ptq_tail_eager_layer,static_ptq_tail,prefill,18,fp,total,1,3.2726399898529053,3.2726399898529053,3.2726399898529053,3.2726399898529053,3.2726399898529053,3.2726399898529053,3.2726399898529053
static_ptq_tail_eager_layer,static_ptq_tail,prefill,19,fp,attention,1,0.6353920102119446,0.6353920102119446,0.6353920102119446,0.6353920102119446,0.6353920102119446,0.6353920102119446,0.6353920102119446
static_ptq_tail_eager_layer,static_ptq_tail,prefill,19,fp,input_norm,1,0.022304000332951546,0.022304000332951546,0.022304000332951546,0.022304000332951546,0.022304000332951546,0.022304000332951546,0.022304000332951546
static_ptq_tail_eager_layer,static_ptq_tail,prefill,19,fp,mlp,1,2.5937600135803223,2.5937600135803223,2.5937600135803223,2.5937600135803223,2.5937600135803223,2.5937600135803223,2.5937600135803223
static_ptq_tail_eager_layer,static_ptq_tail,prefill,19,fp,post_attn_norm,1,0.019648000597953796,0.019648000597953796,0.019648000597953796,0.019648000597953796,0.019648000597953796,0.019648000597953796,0.019648000597953796
static_ptq_tail_eager_layer,static_ptq_tail,prefill,19,fp,total,1,3.2756481170654297,3.2756481170654297,3.2756481170654297,3.2756481170654297,3.2756481170654297,3.2756481170654297,3.2756481170654297
